4, A member of the local BBS I frequent is looking for Mac oriented BBSs based in Chicago Any leads would be most appreciated Here is a list of the FirstClass systems in Illinois Chicago Machine Chicago IL 312 233 9607 Insane Domain Chicago IL 312 274 9515 MAC Universe BBS Chicago IL 312 235 6794 The NET Rockford IL 815 968 4729 MacTRIPP Wilmette IL 708 251 4158 Innovators Vernon Hills IL 708 918 1231 If anyone wants the numbers to more FirstClass systems I would be glad to post the plete list Jason Hyerstay Adrenaline Admin Adrenaline Online FirstClass 802 425 2332 Charlotte VT Free Access 16 8K HST Dual OneNet MacUnion FidoNet UseNet 120 Conferences Megs of Files Dedicated to Mac users cyberpunks civil libertarians and mecha gamers 
11, encrypted under K then K will be encrypted under the unit key UK and the serial number of the unit added to produce a three part message which will then be encrypted under the system key SK producing E E M K E K UK serial number SK My understanding is that E M K is not encrypted under SK called the family key and that the decrypt key corresponding to SK is held by law enforcement Does anyone have first hand knowledge on this I will also check it out but this is 7am Sunday so I did not want to wait Ok so there are in fact two distinct ponents transmitted by the chip the real message encrypted with the conventional key and the serial number and encrypted conventional key encrypted with the IMHO kind of bogus as the whole concept of one key that millions of people use which can t be changed doesn t seem reasonable family key Suppose I analyze the output of this chip and I m able to determine which bits are the encrypted packet which contains the serial number and session key Suppose I also design a simple algorithm based on this information which takes the data containing the encrypted session key and twiddles a bit or several before it s sent down the line Mind you I m sure the NSA thought of this along with a dozen other attacks I can t imagine and the system is probably somehow designed so that manipulation of this information will cause a pliant receiving chip to somehow fail to decrypt successfully But how What if the two parties agree in advance on some kind of consistent bit twiddling scheme so the decryption chip sees the restored proper bitstream but an eavesdropper gets a E K UK packet that s wrong I suppose this could be easily defeated if the chip sends that information out many times in slightly different ways making it effectively impossible to be certain you know all the information being sent Marc VanHeyningen mvanheyn cs indiana MIME RIPEM accepted If your theory predicts different out es depending on whether you use discrete mathematics or continuous mathematics then you ve got the wrong theory Bruce MacLennan 
6, Hi folks I have a 386 25 daughter board for Zeos which I want to upgrade to 486 25 or 33 So send me mail with you offer if you are 1 Selling 486 25 or 486 33 zeos daughterboard 2 Willing to buy my 386 25 zeos daughterboard Thanks Murli Murli Ram murli cubix ent ohiou NeXT Mail Ohio University murli bobcat ent ohiou Athens 
17,04 16 93 1045 ARMENIA SAYS IT COULD SHOOT DOWN TURKISH PLANES By David Ljunggren MOSCOW April 16 Reuter Armenia accused Turkey on Friday of flying weapons x and troops across Armenian airspace to Azerbaijan and strongly hinted it might try to shoot the planes down local journalists in Yerevan said Separately Itar Tass news agency said Armenian forces had halted their latest offensive which has swallowed up one tenth of Azerbaijan and sent tensions in the Transcaucasian region soaring The journalists in the Armenian capital quoted Armen Duliyan head of the Armenian defence ministry press centre as saying Ankara had been sending planes up to 15 times a day to Azerbaijan with arms and troops It looks as though the Armenian leadership will have to warn Turkey about the impermissibility of such actions the journalists quoted Duliyan as saying If such steps are pursued in the future we will have recourse to appropriate measures We have all the necessary means including modern anti aircraft units Turkey which shares a border with Armenia has supported Azerbaijan in the conflict over the mainly Armenian populated Nagorno Karabakh region in which more than 2 500 people have been killed since fighting erupted in 1988 The Turkish foreign ministry said on Friday it had so far sent one plane to Azerbaijan containing humanitarian aid A Turkish foreign ministry spokesman on Thursday would not ment directly on a report by Hurriyet newspaper that a first consignment of rockets rocket launchers ammunition and light weapons had arrived in Azerbaijan from Turkey Duliyan said Turkey had been sending up to 30 trucks a day carrying troops and arms to the bordering Azeri autonomous territory of Nakhichevan from where they were flown across Armenian airspace to the Azeri capital Baku All the responsibility for possible consequences will be borne by the country which is affording military assistance over our airspace he said Armenia denies any formal role in the conflict saying that the troops involved in the fighting are from the enclave itself Tass said the Karabakh forces decided on Friday to suspend their offensive along the entire Armenian Azerbaijani front The Karabakh authorities are reportedly ready to give independent inspectors a chance to see for themselves on the spot that the enclave s leadership is striving to achieve a ceasefire the agency said Armenian President Levon Ter Petrosyan called for a two stage ceasefire in Karabakh when he arrived in the Belarus capital Minsk on Friday for a summit of Commonwealth leaders The first stage of the settlement should involve a ceasefire and securing the protection of the Karabakh population Tass quoted him as saying At least 10 ceasefires have been brokered in the conflict but all have collapsed The second stage should involve discussing and finding a solution to the legal issues that is a clarification of the status of Nagorno Karabakh he said The republic declared full independence last year but the move has not been recognised by any other country Armenia insists that a separate Karabakh delegation should take part in future peace talks something Azerbaijan rejects Local news agencies in Baku said on Friday that Interior Minister Iskender Gamidov a fiery nationalist and hardliner in the territorial dispute with Armenia had resigned Turan news agency said he quit on Thursday and had cleared his office Khabar Servis agency said he would be replaced by the military mandant of Baku police Major General Abdullah Allakhverdiyev There was no official confirmation David Davidian dbd urartu sdpa How do we explain Turkish troops on S D P A Center for Regional Studies the Armenian border when we can t P O Box 382761 even explain 1915 Cambridge MA 02238 Turkish MP March 1992 
9,In article 12786 news duke fierkelab bchm biochem duke Eric Roush writes In article 1psbg8INNgjj master cs rose hulman rickert NeXTwork Rose Hulman Edu John H Rickert writes In article jfr2 733938351 Ra MsState Edu jfr2 Ra MsState Edu Jackie F Russell writes psg pitt Paul S Galvanek writes National League West Cincinnati Houston 5 0 Atlanta 8 0 ARGH Here is where you are obviously dead wrong Not since the Yankees of the 20 s and 30 s has a team been so nicely setup as this years and years to e Braves I don t think that the All Star team will be able This may be an appropriate parison The 1929 31 Yankees finshed 2nd 3rd and 2nd finshing 18 16 and 13 1 2 games out of first In 1933 34 and 35 they also finished second though they were only 7 7 and 3 games out Even great teams can lose That s why they play the season on the other hand I m still picking the Braves to go all the way Um surely you didn t intend to pare the 93 Reds with the 29 Philidelphia A s The Yankees were finishing 2nd to a team that was as good as the 26 28 Yankees while the Yankees had aged some from their peak years Ruth and Gehrig couldn t play every position simultaneously IMO given the various ages of the Braves and Reds this season that the Braves will be closer to their peak while the Reds have slightly passed their peak Also if you re going to pare Braves and Yankees a more appropriate parison to the 93 Braves might be the 23 Yankees After falling short two years in a row in exciting World Series both teams won will win the Series this year despite the heroics of some old fart on the other team Casey Stengel Dave Winfield Perhaps so I was only responding to the Yankees of the 20 s and 30 s part of the ment If those teams were a sure thing and lost then it s probably not so unreasonable for someone to pick another team not that I did john rickert rickert nextwork rose hulman Go Brewers 
5,In ellis 735675321 nova ellis nova gmi R Stewart Ellis writes Is there anyway to use X Windows over an async line Clearly you could use x It is X window No it isn t It is the X Window System or X11 or X or any of a number of other designations accepted by the X Consortium In fact doing man X on pretty much any X11 machine will tell you The X Consortium requests that the following names be used when referring to this software X X Window System X Version 11 X Window System Version 11 X11 There is no such thing as X Windows or X Window despite the repeated misuse of the forms by the trade rags This probably tells you something about how much to trust the trade rags if they can t even get the NAME of the window system right why should one trust anything else they have to say With regard to dialup X11 implementations there are several You can buy serial X11 terminals from a couple of panies including both GraphOn and NCD In fact I m posing this from an NCD running X11 over serial lines across 14 4 kbaud connection NCD also sells a software only package that provides XRemote which is NCD s implementation of serial X11 for PC s There may be other such software packages available X11R6 is supposed to include a standardized pression scheme for running X11 over low speed connections It s called Low Bandwidth X LBX and is based on improved versions of the techniques used in NCD s XRemote It seems likely that once LBX is released as a Consortium standard there will be several vendors willing to supply implementations for various sorts of hardware Followups directed to p windows x Matt Landau Waiting for a flash of enlightenment matt centerline in all this blood and thunder 
12,Recently my video monitor went dead no picture some low distorted sound I didn t hear the tell tale cracking that indicated HV at work nor are the filaments at the far end of the tube glowing orange just nothing On examining the power board I noticed the largest capacitor with a very bad bulge at the top Naturally I want to replace it but I can t find any sources The electrolytic capacitor is 330 mF at 250WV It has radial leads and is roughly 1 1 2 inches long 1 1 8 wide The dimensions are important since the whole board fits in a metal cage leaving little room Living in the Los Angeles area I ve been to numerous stores Dow Radio All Electronics ITC Elect Sandy s Yale Elect with empty hands Can anyone suggest sources for high voltage capacitors Mail order is fine although I d rather check out a store to pare the can I m going to try a video electronics store hopefully they ll have HV caps By the way the monitor is a ATARI SC1224 Goldstar circuitry Masushita tube Anyone else had problems Thanks in advance Rich K email rkim opus calstatela 
16, In article CMM 0 90 2 735132009 thomasp surt ifi uio no Thomas Parsli thomasp ifi uio no writes Gun clubs If you are a member you CAN borrow weapons Suprised You are supposed to train with a 22 for the 6 months THEN you can start with anything bigger Drivers licence F ot that USA is THE land of cars Getting one in Scandinavia and northern europe is not easy Average time is about 20 hours of training and the cost is rather But we think this is acceptable because a car is NOT a toy and bad drivers tend to hurt OTHERS If you are really bad you WON T get a lincence Abuse by the goverment This seems to be one of the main problems Any harder gun control would just be abused by the goverment Either some of you are a little paranoid no offence OR you should get a new goverment You do have elections Unfortunately elections can and are bought Promise the voters money and they will vote for you Guns n Criminals MOST weapons used by criminals today are stolen Known criminals can NOT buy weapons that s one of the points of gun control Same here Convicted felons may not legally purchase firearms And because gun control are strict in WHOLE scandinavia and most of europe we dont have any PROBLEM with smuggled guns That you know of While I lived in the DBR a gang robbed a joint US Army Bundewehr armoury and got several hundred M 16s ammunition handguns and some explosives When I left two years later there were no clues Mixing weapons and things that can be use as one What I meant was that cars CAN kill but they are not GUNS Someone said that if we ban guns we d have to ban cars to because they kill to I don t think we should argue on this one The issue I hope I think we all agree that the criminals are the main problem Guns are not a problem but the way they are used is and what are they for Who uses them is the problem Crime in the U S is no big deal if you are the criminal How about 5 years for murder Credit for time served in jail waiting for trial and you are out in 12 months worst case If we would put criminals especially violent ones in the slam for true sentences crime would drop Instead we reward them for being good and let them out early very early I think this discusion is interesting when you think of ex Jugoslavia They should all have weapons it s their rigth to have them and if they use them to kill other Innocent people the problem is humans not guns Serbs Croats and Muslims have been killing each other almost since before the invention of guns Old women are throwing stones at UN trucks This is a hatred that goes beyond reason If 50 of ALL murders was done with axes would you impose some regulations on them or just say that they are ment to be used at trees and that the axe is not a problem it s the axer An example don t flame me just because not exactly 50 are killed by guns Yes the problem is the user Question back since you are one of the rational ones If all gun crime were to stop would you support dropping all gun controls Think about the situation in Los Angeles where people are buying guns to protect themselves Is this a good situation Is it the rigth way to deal with the problem They did not believe from experience that the police including National Guard could would protect them Unless you want to argue that a human being does not have a right to protect him herself they did the right thing What would you suggest as a defense against a mob throwing bottles and rocks and also likely armed with stolen firearms If everybody buys guns to protect themselves from criminals and their neighbor who have guns what do you think will happen I mean if everybody had a gun in USA Criminals would move to Scandinavia The average criminal would look for a less hazardous job and the rest would likely be buried at county expense Don t flame the Englishmen because of Northern Irland they have gun control that works in England and fonds from USA are one of the reasons why IRA can bomb innocents Something about throwing stones in glass houses Personally I criticize the fools who send money to the IRA to make Ireland free Of course this is the last thing the IRA wants because they lose power if England pulls out But that s for another group Don t flame them because of what to three children did either The U S has roughly 20 times the major sporting events as the U K How many riots did we have at sporting events last year off the playing field Hooligan is a word never used when reffering to sports fans here I guess that s where the different cultures thing es in Can an Jugoslav have an oppinion on guns or even peace YES Yes The question is is the problem one of too many guns mostly from the army or not enough nonSerbians can not defend themselves My numbers about crime rates after restrictions on shot guns are from the police and the Statistisk Sentralbyraa understood that one Sorenson LAST WORD Responsible gun owners are not a problem but they will be affected if you want to protect your citicens But disarming responsible gun owners is not the solution Yet that is exactly what HCI is proposing Dillon Pyron The opinions expressed are those of the TI DSEG Lewisville VAX Support sender unless otherwise stated 214 462 3556 when I m here 214 492 4656 when I m home Texans Vote NO on Robin Hood We need pyron skndiv dseg ti solutions not gestures PADI DM 54909 
10, Dean J Falcione posting from jrmst 8 pitt writes I wrote When the Pens got Mario granted there was big publicity etc etc and interest was immediately generated Gretzky did the same thing for LA However imnsho neither team would have seen a marked improvement in attendance if the team record did not improve In the year before Lemieux came Pittsburgh finished with 38 points Following his arrival the Pens finished with 53 76 72 81 87 72 88 and 87 points with a couple of Stanley Cups thrown in It was at this point the Pens attendance was near capacity 34 out of 40 sellouts yet they hadn t made the playoffs since 1982 How do you explain a 6th place team breaking attendance records when they haven t been to the playoffs in 7 years Mario Lemieux is the explanation IMHO You could make a case that the expectation of an improving team that would make the playoffs is the reason Funny you should mention it this is exactly the case I was going to make But I think the reason is Lemieux had a 168 point season and was the first non Gretzky to win the Hart and Ross since 1980 People turned out to watch him play I will grant that a star like Mario will draw fans even if the team sucks But this is short term only I still do not think the attendance increase will last unless the team is a winning petitive improving butt kicking one Pittsburgh was still getting better so people continued to support them If they suddenly dropped to say 50 points you d have knee surgery for some of the people jumping off the bandwagon Also the following year 88 89 the Pens had 89 points not 87 Ok My numbers came from the NHL Guide and Record Book They made the transaction to try and build a winner around Mario that is true But the improvement in attendance came before they started doing this Coffey late in 1987 and before they even had a playoff bound team A doubling of attendance occured in 1984 85 from the previous year An increase from 38 points to 53 points is not going to do that The arrival of Mario Lemieux is what did it You can give the credit to Mario since he deserves it But my point is that it wasn t Mario himself but it was the expectation of things to e i e a winning team that he created by being the next great hockey superstar And before anybody jumps in and says I m nit picking and mincing words go back and read from where this thread started It might help to think about what would go through a fan s mind who suddenly found an interest in Mario and the Pens Was it gee Mario Lemieux is amazing I ll go watch him play or was it gee now we ve got a kick ass guy on our side I ll go watch him play I think it was the latter Similar thing happened in L A Before Gretzky s arrival about 12000 per game After constant sellouts They are STILL selling out every game despite showing little or no improvement since Gretzky s first year there How do you explain it People are going to see Gretzky they certainly aren t going to see a winner they haven t GOT a winner They ve had MUCH better teams in their past history than they currently have yet they didn t draw as well then I don t think this is accurate The tickets sell but people don t go to the games I think this thread has already been discussed season ticket holders in LA don t always use their tickets So in effect after the Kings initial success following Gretzky s arrival 68 to 91 points same source and corresponding attendance jump there has been an effective drop in attendance even though ticket sales may not have changed much Whether or not the Kings are a winner is debatable I claim that since Gretzky s arrival they have at the very least been petitive I also claim that McNall has made a stupid move in trying to reassemble the Oiler dynasty but that s another story and included only because I don t like McNall Anyway McNall did do some heavy marketing around Gretzky and that undoubtedly was also responsible for the attendance and merchandising sales etc But as I said when the Kings have been in there little tailspins over the past couple of years there have been empty seats at the Forum even if the tickets were sold I think in the case of a Lemieux or Gretzky the player can transcend winning as the major drawing power For the short term IMO Although I think that it s inevitable that the team will improve with a player such as Lemieux or Gretzky simply because they make people around them better But winning sure as hell helps Well at least we are in full agreement here This does not make Roger s point any more valid but the Jets aren t So are you saying Roger has ever had a valid point couldn t resist getting a HUGE jump in productivity yet they ARE getting a huge jump in attendance This is due to the emergence of Teemu Selanne They have the 17th best record in hockey it sure as hell isn t because they are winning Yes but they are doing no worse than last year I think the same type of reasoning I applied to a new Pittsburgh fan applies to all the extra people showing up at Winnipeg games It s difficult to predict but do you think that if the Jets miss the playoffs next season that in the year after they will maintain their attendance levels I seriously doubt it because in that case the expectation of an improving team would be gone with or without Selanne I did provide the example of Rocket Ismail and the Toronto Argonauts of the CFL did you leave it out because you don t know much about the CFL If that s the case then fair enough but if it isn t the case then I m curious to hear your explanation 
15,In article May 11 02 37 42 1993 28189 athos rutgers muirm argon gas anpipe uug arizona maxwell c muir writes a lot of stuff deleted i m focusing on just one point Well he got me there I am a strong atheist because I feel that lack of evidence especially about something like an omnipotent being implies lack of existence However I haven t met the strong atheist yet who said that nothing could ever persuade him Call me a seeker if you like I don t Weak atheism is being ignore here though Some atheists simply say I don t believe in any god rather than my position I believe that no god s exist For the weak atheist the is no atheism to disbelieve because they don t actively believe in atheism If you think this is confusing try figuring out the difference between Protestants and Methodists from an atheist point of view i m a little confused about the difference between this weak atheism as you put it and agnosticism is agnosticism not believing or necessarily disbelieving in anything or what is it i used to be agnostic by this definition but if weak atheism includes not necessarily believing in God then i guess i was one of those actually what i have a hard time understanding is people who do not ever decide what they believe i am constantly in a state of self examination as it would appear many others are as well including the atheists of course i d assume that s why they re here i guess some people don t really consider it important to think about the answers to life the universe and everything any ment just wondering This is another fallacy many theists seem to have that everyone believes in something followed up by everyone has faith in something Guess what My atheism ends the moment I m shown a proof of some god s existence Is that really too much to ask tough call as these things seem to be based on faith wish i could help you but i already tried once with someone who was a self professed agnostic thinking of be ing a christian and it didn t work too well especially tough as i m still mulling over whether or not i believe in miracles looks like another email to my chaplain is ing up all i can do is wish you the best of luck and please do post what you find And I told you that I find faith to be intellectually dishonest Note that I can only speak for myself If you find faith to be honest show me how hmm how so i guess i really don t understand there are times of course when i say to myself of course i have absolutely no way of knowing that what i believe in is true except the satisfaction and sense of peace i get from it which of course could just be psychological somehow i live with this anyway is this what you mean the only proof i have is that i believe God spoke to me once which could of course be my own imagination the odd thing is though that if you don t at some point start believing in something after a while it all gets sort of ridiculous maybe it s just a question of where you draw the line I have been unable to reconcile it so far Maybe that s how I m broken I tell you that I have invisible fairies living in my garden and that you should just take my word for it If you accept that you are of a fundamentally different mind than I and I really would like to know how you think All I ask for is proof of the assertion God exists Logical or physical proofs only please Then we ll discuss the nature of God i ll only add one question have you read pascal what did you think of him if you did also you may or may not be interested by cslewis surprised by joy i d be interested in knowing what you think of him no sarcasm at all intended i just say this because one can never know how one s written words will be interpreted i am not interested in converting you since i don t seem to have whatever it would take proof to do so i m just interested in learning Muppets and garlic toast forever i like this Max Bob Muir cheers vera i give you everything disclaimer of course i don t agree with my sweet everything trent reznor s nin s theology i think nine inch nails it s interesting nonetheless noye midway uchicago vera noyes 
